source,period_d,duration_h,depth_ppm,snr,planet_radius_re,stellar_teff_k,stellar_logg,stellar_radius_rs,label,is_candidate,raw_disposition
K2,45.38331501,,,,,4793.26,4.50159,0.815611,,1,CANDIDATE
K2,0.858462,,,,,4467.0,4.43376,0.840819,0.0,0,FALSE POSITIVE
K2,3.47701708869,,,,11.85710209,5225.91,4.53759,0.84127,,1,CANDIDATE
K2,3.47701312,,,,,5225.91,4.53759,0.84127,,1,CANDIDATE
K2,3.4766506,,,,12.6,,,0.879,,1,CANDIDATE
K2,3.477,,,,,5225.91,4.53759,0.84127,,1,CANDIDATE
K2,3.476642,,,,11.5,,,0.84,,1,CANDIDATE
K2,3.476633,,,,12.7,,,0.865,,1,CANDIDATE
K2,0.520451,,,,,,,,0.0,0,FALSE POSITIVE
K2,,,,,4.31,,,1.294,,1,CANDIDATE
K2,39.5438,,,,3.28,,,1.294,,1,CANDIDATE
K2,,,,,3.26,,,1.294,,1,CANDIDATE
K2,26.8662,,,,2.95,,,1.294,,1,CANDIDATE
K2,5.7837,,,,1.38,,,1.31,,1,CANDIDATE
K2,5.781853,,,,1.44284081,5739.0,4.11,1.383982,,1,CANDIDATE
K2,5.78,,,,,5758.27,,1.70787,,1,CANDIDATE
K2,1.324292,,,,,7114.0,3.77025,2.71166,0.0,0,FALSE POSITIVE
K2,19.729071,,,,2.239,4735.0,4.619,0.712,,1,CANDIDATE
K2,19.491,,,,,6128.0,4.2324,1.3636,1.0,0,CONFIRMED
K2,19.491795,,,,5.84689735,6046.0,4.14,1.410092,1.0,0,CONFIRMED
K2,19.4921473,,,,5.50689,6128.0,4.23,1.36,1.0,0,CONFIRMED
K2,19.492132,,,,6.0,,,1.48,1.0,0,CONFIRMED
K2,19.49221,,,,5.76,6069.0,4.22,1.39,1.0,0,CONFIRMED
K2,19.491965,,,,6.8,6320.0,4.219,1.485,1.0,0,CONFIRMED
K2,19.49183,,,,5.96,,,1.403,1.0,0,CONFIRMED
K2,19.4921498,,,,,6025.0,4.25,1.38,1.0,0,CONFIRMED
K2,19.491,,,,5.5,6019.0,4.18,1.387,1.0,0,CONFIRMED
K2,19.49213,,,,6.12,6025.0,4.25,1.38,1.0,0,CONFIRMED
K2,19.50735025,,,,,6128.0,4.2324,1.3636,1.0,0,CONFIRMED
K2,1.982809,,,,,3330.0,4.958,0.291,0.0,0,FALSE POSITIVE
K2,1.9828041248,,,,10.89107018,3213.0,4.93347,0.293047,0.0,0,FALSE POSITIVE
K2,1.9828,,,,,3213.0,4.93347,0.293047,0.0,0,FALSE POSITIVE
K2,29.724674,,,,1.439,5339.0,4.515,0.854,,1,CANDIDATE
K2,0.616444,,,,,4937.26,4.59535,0.750931,0.0,0,FALSE POSITIVE
K2,7.218071,,,,,6727.06,4.14708,1.67346,0.0,0,FALSE POSITIVE
K2,7.219626,,,,,8075.0,3.91392,2.55977,0.0,0,FALSE POSITIVE
K2,7.220537,,,,,5420.0,4.435,0.932,,1,CANDIDATE
K2,7.220943,,,,,3092.0,4.93367,0.292863,0.0,0,FALSE POSITIVE
K2,10.55532,,,,2.64,,,0.623,,1,CANDIDATE
K2,10.555,,,,,4067.08,4.52683,0.722281,,1,CANDIDATE
K2,10.55632,,,,2.86,4067.08,4.52683,0.722281,,1,CANDIDATE
K2,1.4835,,,,1.41,3200.0,4.9064,0.317944,0.0,0,FALSE POSITIVE
K2,6.0162,,,,,3249.0,4.82637,0.400314,0.0,0,FALSE POSITIVE
K2,1.092845,,,,,5620.0,4.468,0.951,,1,CANDIDATE
K2,1.092673,,,,,5140.0,4.557,0.783,,1,CANDIDATE
K2,1.092917,,,,,7226.47,4.14565,1.78223,0.0,0,FALSE POSITIVE
K2,0.907765,,,,77.0,,,1.21,,1,CANDIDATE
K2,17.04066667,,,,,6117.37,,,,1,CANDIDATE
K2,17.035203,,,,53.0,,,1.51,,1,CANDIDATE
K2,63.84825,,,,2.86,3973.09,4.50191,0.731598,,1,CANDIDATE
K2,63.8432,,,,2.78,,,0.594,,1,CANDIDATE
K2,8.986648,,,,143.0368808,5265.0,3.2,4.260594,,1,CANDIDATE
K2,8.986,,,,,5523.32,,11.8634,,1,CANDIDATE
K2,0.279258,,,,8.41,4071.0,4.838,0.62,,1,CANDIDATE
K2,32.5795,,,,10.44,,,0.633,,1,CANDIDATE
K2,32.576,,,,,4217.0,4.57431,0.694468,,1,CANDIDATE
K2,1.744546,,,,,6530.0,3.921,2.316,,1,CANDIDATE
K2,11.6158,,,,,3189.0,4.88475,0.339085,0.0,0,FALSE POSITIVE
K2,74.8,,,,4.34,5044.0,4.64,0.7,,1,CANDIDATE
K2,6.83292,,,,1.3,,,0.18,,1,CANDIDATE
K2,0.77845,,,,,3859.0,4.42916,0.779314,0.0,0,FALSE POSITIVE
K2,0.778,,,,,3859.0,4.42916,0.779314,0.0,0,FALSE POSITIVE
K2,0.923861,,,,,6235.06,3.96046,1.90631,0.0,0,FALSE POSITIVE
K2,2.851451,,,,,7137.0,3.9455,2.22321,0.0,0,FALSE POSITIVE
K2,3.244126,,,,,4274.11,4.27547,0.987047,0.0,0,FALSE POSITIVE
K2,0.821436,,,,,6046.46,4.13261,1.5043,0.0,0,FALSE POSITIVE
K2,3.888853,,,,,3693.0,4.5728,0.696024,0.0,0,FALSE POSITIVE
K2,3.696871,,,,,6401.57,4.2073,1.47855,0.0,0,FALSE POSITIVE
K2,3.697161,,,,,3120.0,4.991,0.245,,1,CANDIDATE
K2,1.769505,,,,,5988.0,4.34462,1.16794,0.0,0,FALSE POSITIVE
K2,23.702342,,,,,6280.0,4.021,1.869,,1,CANDIDATE
K2,2.714743,,,,1.198,3634.0,4.802,0.415,,1,CANDIDATE
K2,5.169887,,,,9.1,6830.0,4.256,1.45,,1,CANDIDATE
K2,5.1699026,,,,9.23587,6283.4,4.18,1.48,,1,CANDIDATE
K2,3.40819,,,,,5416.13,4.55423,0.849526,0.0,0,FALSE POSITIVE
K2,2.22982,,,,,7391.0,3.95746,2.26072,0.0,0,FALSE POSITIVE
K2,4.4455436,,,,15.8181,6355.8,3.89,2.11,,1,CANDIDATE
K2,4.445559,,,,15.9,6520.0,3.932,2.237,,1,CANDIDATE
K2,23.917716,,,,,5050.0,4.507,0.828,,1,CANDIDATE
K2,2.783705,,,,2.4,5890.0,4.487,0.939,,1,CANDIDATE
K2,1.830767,,,,,6141.42,4.51379,0.98712,0.0,0,FALSE POSITIVE
K2,9.375266,,,,3.545,4571.0,4.597,0.747,,1,CANDIDATE
K2,0.617674,,,,,5271.68,4.30878,1.10095,0.0,0,FALSE POSITIVE
K2,0.986765,,,,,6080.0,4.201,1.4,,1,CANDIDATE
K2,0.579309,,,,,4888.0,4.34193,0.999114,0.0,0,FALSE POSITIVE
K2,1.204338,,,,,5633.43,4.52269,0.907171,0.0,0,FALSE POSITIVE
K2,0.604228,,,,,,,,0.0,0,FALSE POSITIVE
K2,0.82182448,,,,,5990.46,3.63301,2.64987,,1,CANDIDATE
K2,0.822,,,,,5990.46,3.63301,2.64987,,1,CANDIDATE
K2,0.8218241,,,,6.1,,,2.66,,1,CANDIDATE
K2,0.816734,,,,,6318.08,4.02502,1.79519,0.0,0,FALSE POSITIVE
K2,14.220246,,,,,6130.0,4.185,1.461,,1,CANDIDATE
K2,0.547674,,,,,4926.69,4.55541,0.786265,0.0,0,FALSE POSITIVE
K2,1.743013,,,,,7935.6,3.7763,2.95299,0.0,0,FALSE POSITIVE
K2,0.55082,,,,,,,,0.0,0,FALSE POSITIVE
K2,1.153456,,,,,5378.01,,2.96865,0.0,0,FALSE POSITIVE
K2,3.797473,,,,,5024.68,4.57184,0.785698,0.0,0,FALSE POSITIVE
K2,0.518748,,,,,6490.0,4.32611,1.31192,0.0,0,FALSE POSITIVE
K2,0.518754,,,,,5514.41,4.53621,0.878754,0.0,0,FALSE POSITIVE
K2,0.98972,,,,,5424.29,4.29798,1.13922,0.0,0,FALSE POSITIVE
K2,4.845561,,,,,5723.1,4.32206,1.15426,0.0,0,FALSE POSITIVE
K2,0.643142,,,,,5412.54,4.36509,1.05452,0.0,0,FALSE POSITIVE
K2,1.466473,,,,,4570.0,4.413,0.981,,1,CANDIDATE
K2,7.112,,,,,5595.68,4.51583,0.909317,,1,CANDIDATE
K2,7.1123703,,,,1.85858,5595.7,4.52,0.91,,1,CANDIDATE
K2,7.112134,,,,2.7,5800.0,4.409,1.042,,1,CANDIDATE
K2,7.112273,,,,3.2,,,0.96,,1,CANDIDATE
K2,7.11047482,,,,,5595.68,4.51583,0.909317,,1,CANDIDATE
K2,1.991357,,,,,6118.76,4.29746,1.26082,0.0,0,FALSE POSITIVE
K2,16.7004351,,,,,5018.76,4.27453,1.09979,0.0,0,FALSE POSITIVE
K2,16.709659,,,,,5018.76,4.27453,1.09979,0.0,0,FALSE POSITIVE
K2,20.016917,,,,,5790.0,4.451,0.97,,1,CANDIDATE
K2,1.488249,,,,,4080.0,4.25797,0.982781,0.0,0,FALSE POSITIVE
K2,0.610205,,,,,5470.83,,1.18417,0.0,0,FALSE POSITIVE
K2,1.07639,,,,,6523.0,4.15682,1.6002,0.0,0,FALSE POSITIVE
K2,5.17518,,,,1.53,,,0.826,,1,CANDIDATE
K2,9.73605539,,,,,5508.0,4.47265,0.946449,,1,CANDIDATE
K2,2.22645,,,,2.6,,,0.782,,1,CANDIDATE
K2,2.226,,,,,5013.0,4.57482,0.778333,,1,CANDIDATE
K2,3.209,,,,,5060.51,,0.910204,,1,CANDIDATE
K2,3.209185,,,,40.1,,,0.89,,1,CANDIDATE
K2,3.209149,,,,5.27465763,5182.0,4.55,0.839324,,1,CANDIDATE
K2,3.2092033,,,,6.33877,5060.5,,0.91,,1,CANDIDATE
K2,2.91825,,,,1.65,,,0.776,,1,CANDIDATE
K2,2.918,,,,,4996.93,4.59002,0.763904,,1,CANDIDATE
K2,0.898,,,,,,,,,1,CANDIDATE
K2,0.898216,,,,4.02,5528.0,4.482,0.82,,1,CANDIDATE
K2,0.898344,,,,9.8,,,0.9,,1,CANDIDATE
K2,0.898312,,,,32.0,,,0.79,,1,CANDIDATE
K2,0.89803906,,,,,,,,,1,CANDIDATE
K2,6.676,,,,,4036.0,,,,1,CANDIDATE
K2,1.023613,,,,,6658.58,3.63727,2.97485,0.0,0,FALSE POSITIVE
K2,0.545702,,,,,5330.0,3.514,4.752,,1,CANDIDATE
K2,4.70751,,,,1.52,,,0.998,,1,CANDIDATE
K2,5.173531,,,,,5188.24,4.2635,1.14689,0.0,0,FALSE POSITIVE
K2,5.489456,,,,,5151.0,,3.27338,0.0,0,FALSE POSITIVE
K2,0.699705,,,,,6804.44,3.95889,2.09781,0.0,0,FALSE POSITIVE
K2,0.555317,,,,,5295.0,4.33146,1.07851,0.0,0,FALSE POSITIVE
K2,0.569192,,,,,6510.0,4.20163,1.51974,0.0,0,FALSE POSITIVE
K2,0.751394,,,,,5480.0,4.21057,1.27317,0.0,0,FALSE POSITIVE
K2,1.17715,,,,,6390.0,3.846,2.529,,1,CANDIDATE
K2,9.148701,,,,,6072.0,3.97029,1.8215,0.0,0,FALSE POSITIVE
K2,1.190316,,,,,3420.0,4.916,0.335,,1,CANDIDATE
K2,2.724469,,,,,6707.0,4.18091,1.60222,0.0,0,FALSE POSITIVE
K2,12.886147,,,,,5033.0,4.55074,0.805017,0.0,0,FALSE POSITIVE
K2,0.723102,,,,,5897.77,4.31518,1.19162,0.0,0,FALSE POSITIVE
K2,6.924808,,,,8.5,5300.0,4.55,0.795,,1,CANDIDATE
K2,0.526018,,,,,3614.0,4.59239,0.671247,0.0,0,FALSE POSITIVE
K2,1.190354,,,,,6350.0,3.88,2.407,,1,CANDIDATE
K2,0.793048,,,,,5459.0,3.92312,1.76335,0.0,0,FALSE POSITIVE
K2,0.594392,,,,,5552.0,,,0.0,0,FALSE POSITIVE
K2,1.160308,,,,,4331.0,4.37613,0.883616,0.0,0,FALSE POSITIVE
K2,5.190254,,,,,3120.0,3.97,0.645,,1,CANDIDATE
K2,11.480611,,,,23.562,4692.0,3.138,5.415,,1,CANDIDATE
K2,0.59812,,,,,4142.0,4.30907,0.935307,0.0,0,FALSE POSITIVE
K2,1.095841,,,,,5920.0,3.996,1.906,,1,CANDIDATE
K2,1.717,,,,,6049.0,4.03491,1.69089,,1,CANDIDATE
K2,0.7165461,,,,25.5,,,1.754,,1,CANDIDATE
K2,12.426,,,,,5926.0,4.21306,1.34653,,1,CANDIDATE
K2,16.715029,,,,3.402,5406.0,4.49,0.854,,1,CANDIDATE
K2,2.76294135,,,,,5794.0,4.66219,0.787867,,1,CANDIDATE
K2,2.289363,,,,1.48,5171.0,4.55,0.8,1.0,0,CONFIRMED
K2,2.28943,,,,1.323,,,,1.0,0,CONFIRMED
K2,2.28896,,,,1.83,,,0.749,1.0,0,CONFIRMED
K2,5.21378,,,,2.29,,,0.749,1.0,0,CONFIRMED
K2,5.213965,,,,2.27,5171.0,4.55,0.8,1.0,0,CONFIRMED
K2,5.213,,,,,5008.0,4.57756,0.776343,1.0,0,CONFIRMED
K2,1.225,,,,,5222.0,4.5427,0.836336,,1,CANDIDATE
K2,0.595621,,,,0.58303133,5338.0,4.51,0.863058,,1,CANDIDATE
K2,1.605718,,,,16.0,,,1.9,,1,CANDIDATE
K2,6.669,,,,,5048.0,4.48154,0.871771,,1,CANDIDATE
K2,17.788652,,,,47.8,,,0.76,,1,CANDIDATE
K2,12.9348816,,,,,,,,,1,CANDIDATE
K2,12.93562,,,,33.6,,,1.511,,1,CANDIDATE
K2,51.735,,,,15.3,,,1.511,,1,CANDIDATE
K2,34.144,,,,,5690.0,3.98668,1.68987,,1,CANDIDATE
K2,34.1365,,,,10.54,,,1.791,,1,CANDIDATE
K2,3.56467,,,,1.62,,,0.564,,1,CANDIDATE
K2,21.0791,,,,2.71,,,1.362,,1,CANDIDATE
K2,4.17458,,,,1.08,,,0.28,,1,CANDIDATE
K2,4.174,,,,,3620.0,4.7034,0.539055,,1,CANDIDATE
K2,15.9489,,,,2.48,,,1.29,,1,CANDIDATE
K2,2.548,,,,,3545.0,4.72355,0.515866,,1,CANDIDATE
K2,2.55068936,,,,,3545.0,4.72355,0.515866,,1,CANDIDATE
K2,2.549,,,,,,,,,1,CANDIDATE
K2,2.55234671,,,,,,,,,1,CANDIDATE
K2,2.500285,,,,64.215,6051.0,3.934,2.481,,1,CANDIDATE
K2,0.6962935,,,,3.85,,,1.107,,1,CANDIDATE
K2,22.446,,,,,4118.0,4.5655,0.693527,,1,CANDIDATE
K2,26.147,,,,,5442.0,4.59709,0.811187,,1,CANDIDATE
K2,26.143,,,,2.52,,,0.8091,,1,CANDIDATE
K2,14.452,,,,,6318.0,4.43683,1.11514,,1,CANDIDATE
K2,36.152,,,,,6318.0,4.43683,1.11514,,1,CANDIDATE
K2,6.16596,,,,,5882.0,,1.3,,1,CANDIDATE
K2,46.4221,,,,2.66,,,0.893,,1,CANDIDATE
K2,46.423,,,,,5642.0,4.5775,0.851697,,1,CANDIDATE
K2,1.852487,,,,36.8,,,2.479,,1,CANDIDATE
K2,3.746332,,,,1.638,4395.0,4.615,0.726,,1,CANDIDATE
K2,28.24765,,,,38.5,,,3.57,,1,CANDIDATE
K2,25.3606,,,,3.11,,,0.815,,1,CANDIDATE
K2,15.7086,,,,1.96,,,0.595,,1,CANDIDATE
K2,9.886,,,,1.59,,,0.595,,1,CANDIDATE
K2,18.0983,,,,2.17,,,,1.0,0,CONFIRMED
K2,18.0971,,,,2.21,,,1.2247,1.0,0,CONFIRMED
K2,12.0156,,,,2.81,,,1.2247,,1,CANDIDATE
K2,12.012,,,,,5915.0,4.29996,1.21834,,1,CANDIDATE
K2,0.946,,,,,5336.0,4.59366,0.801858,,1,CANDIDATE
K2,0.946033,,,,1.81,,,0.827,,1,CANDIDATE
K2,0.94599529,,,,,5336.0,4.59366,0.801858,,1,CANDIDATE
K2,2.667929,,,,50.7,,,0.94,,1,CANDIDATE
K2,1.063,,,,,,,,,1,CANDIDATE
K2,0.531704,,,,2.0,,,1.06,,1,CANDIDATE
K2,0.531684,,,,2.13,,,1.29,,1,CANDIDATE
K2,24.006249,,,,23.826,6150.0,4.165,1.506,,1,CANDIDATE
K2,1.11562824,,,,,5806.0,4.37755,1.09339,,1,CANDIDATE
K2,1.115563,,,,1.29,,,0.98,,1,CANDIDATE
K2,1.115,,,,,5806.0,4.37755,1.09339,,1,CANDIDATE
K2,1.115485,,,,1.6,,,1.1,,1,CANDIDATE
K2,24.462656,,,,13.6,,,0.68,,1,CANDIDATE
K2,24.482,,,,28.2,,,2.763,,1,CANDIDATE
K2,0.779,,,,,,,,,1,CANDIDATE
K2,0.77923,,,,0.87,,,,,1,CANDIDATE
K2,12.666,,,,,5690.0,4.48856,0.948236,,1,CANDIDATE
K2,0.876,,,,,5849.0,4.11289,1.49707,,1,CANDIDATE
K2,3.26945,,,,3.9,,,0.276,,1,CANDIDATE
K2,3.269,,,,,3201.0,4.96918,0.263126,,1,CANDIDATE
K2,4.07337,,,,0.928,,,0.794,,1,CANDIDATE
K2,21.6768,,,,2.87,,,1.003,,1,CANDIDATE
K2,21.677,,,,,5751.0,4.47855,0.968677,,1,CANDIDATE
K2,6.80213,,,,1.82,,,0.379,,1,CANDIDATE
K2,6.883,,,,,4900.0,,1.76623,,1,CANDIDATE
K2,6.88385,,,,8.3,,,0.743,,1,CANDIDATE
K2,34.885,,,,1.6,,,,1.0,0,CONFIRMED
K2,15.381,,,,,5079.0,4.61492,0.752111,,1,CANDIDATE
K2,15.3866,,,,2.41,,,0.758,,1,CANDIDATE
K2,11.52898,,,,3.93,,,0.533,,1,CANDIDATE
K2,3.44791,,,,1.46,,,0.637,,1,CANDIDATE
K2,14.4307,,,,2.28,,,0.986,,1,CANDIDATE
K2,8.121,,,,,5672.0,4.40284,1.04659,,1,CANDIDATE
K2,8.12088,,,,2.69,,,1.101,,1,CANDIDATE
K2,13.485,,,,1.67,,,0.879,,1,CANDIDATE
K2,13.484958,,,,1.56669509,5378.0,4.47,0.843263,,1,CANDIDATE
K2,13.479,,,,,5196.0,,0.915477,,1,CANDIDATE
K2,17.732736,,,,23.212,5650.0,4.03,1.684,,1,CANDIDATE
K2,1.096473,,,,78.0,,,1.913,,1,CANDIDATE
K2,4.162764,,,,1.5,,,0.83,,1,CANDIDATE
K2,13.7043,,,,1.3,,,1.014,,1,CANDIDATE
K2,13.52583,,,,2.49,,,0.927,,1,CANDIDATE
K2,13.524,,,,,5531.0,4.50446,0.913819,,1,CANDIDATE
K2,13.52475,,,,2.27671392,5570.0,4.59,0.888236,,1,CANDIDATE
K2,14.311,,,,,4076.0,4.66576,0.614558,,1,CANDIDATE
K2,21.379793,,,,2.088,4722.0,4.665,0.698,,1,CANDIDATE
K2,8.853025,,,,14.4,,,0.87,,1,CANDIDATE
K2,8.85007649,,,,,5639.0,4.33434,1.12685,,1,CANDIDATE
K2,8.853,,,,,5639.0,4.33434,1.12685,,1,CANDIDATE
K2,2.58166013,,,,,4998.0,4.47836,0.86975,,1,CANDIDATE
K2,2.581467,,,,5.7,,,0.78,,1,CANDIDATE
K2,2.581,,,,,4998.0,4.47836,0.86975,,1,CANDIDATE
K2,2.581,,,,,4076.0,4.48523,0.757718,0.0,0,FALSE POSITIVE
K2,2.58148,,,,5.38,4076.0,4.48523,0.757718,0.0,0,FALSE POSITIVE
K2,14.069,,,,,,,,,1,CANDIDATE
K2,14.07277587,,,,,,,,,1,CANDIDATE
K2,14.069121,,,,1.8,,,0.84,,1,CANDIDATE
K2,14.06928,,,,1.83,,,0.876,,1,CANDIDATE
K2,14.069759,,,,1.86705079,5343.0,4.51,0.890011,,1,CANDIDATE
K2,18.155653,,,,55.0,,,0.83,,1,CANDIDATE
K2,6.373,,,,,6518.0,4.57297,0.991065,,1,CANDIDATE
K2,3.021944,,,,10.8,,,1.082,,1,CANDIDATE
K2,3.021795,,,,45.9,,,1.09,,1,CANDIDATE
K2,3.02164122,,,,,5975.0,4.43218,1.05594,,1,CANDIDATE
K2,7.783286,,,,155.7,,,3.83,,1,CANDIDATE
K2,7.785,,,,,4726.0,,3.88144,,1,CANDIDATE
K2,7.78608,,,,10.9,,,3.34,,1,CANDIDATE
K2,7.785227,,,,7.72094189,5084.0,3.95,1.817689,,1,CANDIDATE
K2,15.2841,,,,1.12,,,,1.0,0,CONFIRMED
K2,15.2841,,,,1.39,,,0.9757,1.0,0,CONFIRMED
K2,15.28078,,,,1.26,6004.0,4.45,0.98,1.0,0,CONFIRMED
K2,23.226001,,,,2.24459533,5928.0,4.49,0.952744,1.0,0,CONFIRMED
K2,23.2259,,,,2.31,,,0.9757,1.0,0,CONFIRMED
K2,23.24110566,,,,,6055.0,4.53582,0.94987,1.0,0,CONFIRMED
K2,23.228555,,,,2.32,6004.0,4.45,0.98,1.0,0,CONFIRMED
K2,23.226,,,,,6055.0,4.53582,0.94987,1.0,0,CONFIRMED
K2,23.226,,,,2.3,,,0.95,1.0,0,CONFIRMED
K2,,,,,15.2,,,0.797,,1,CANDIDATE
K2,4.54462,,,,6.6,,,0.487,,1,CANDIDATE
K2,4.545,,,,,3258.0,4.98795,0.248786,,1,CANDIDATE
K2,0.72436144,,,,,3276.0,4.60926,0.650416,,1,CANDIDATE
K2,12.346663,,,,2.345,5685.0,4.371,1.011,,1,CANDIDATE
K2,31.4782,,,,2.6,,,0.7556,,1,CANDIDATE
K2,6.02226,,,,2.02,,,0.9738,,1,CANDIDATE
K2,0.578657,,,,1.2,5765.0,4.4,0.93,1.0,0,CONFIRMED
K2,11.811437,,,,2.3,5765.0,4.4,0.93,1.0,0,CONFIRMED
K2,11.81387,,,,2.67,,,0.948,1.0,0,CONFIRMED
K2,4.352428,,,,16.6,,,0.67,0.0,0,FALSE POSITIVE
K2,4.35244,,,,14.07,4459.0,4.51671,0.764238,0.0,0,FALSE POSITIVE
K2,2.851702,,,,2.16,,,0.303,,1,CANDIDATE
K2,2.85177,,,,3.34,3288.0,4.83807,0.387653,,1,CANDIDATE
K2,11.090822,,,,1.818,5763.0,4.259,0.989,,1,CANDIDATE
K2,13.83851,,,,8.26,,,2.65,,1,CANDIDATE
K2,13.843,,,,,5500.0,3.61358,2.5315,,1,CANDIDATE
K2,13.843725,,,,6.76064604,5465.0,3.98,1.641721,,1,CANDIDATE
K2,13.843678,,,,21.4,,,0.81,,1,CANDIDATE
K2,0.32814902,,,,,5793.0,4.36933,1.10379,,1,CANDIDATE
K2,0.984,,,,,5793.0,4.36933,1.10379,,1,CANDIDATE
K2,0.32815384,,,,17.1,,,1.168,,1,CANDIDATE
K2,0.328152,,,,14.79153996,5759.0,4.46,0.990035,,1,CANDIDATE
K2,8.253,,,,,5419.0,3.79948,2.02234,,1,CANDIDATE
K2,8.25178,,,,6.99,,,2.161,,1,CANDIDATE
K2,20.5827,,,,2.98,,,1.099,,1,CANDIDATE
K2,19.1324,,,,2.73,,,1.347,,1,CANDIDATE
K2,2.45840745,,,,,5528.0,4.49154,0.926086,,1,CANDIDATE
K2,2.458783,,,,3.11,,,0.964,,1,CANDIDATE
K2,2.459,,,,,5528.0,4.49154,0.926086,,1,CANDIDATE
K2,1.05459,,,,1.29,3445.0,4.7085,0.533176,,1,CANDIDATE
K2,1.054612,,,,1.0,,,0.36,,1,CANDIDATE
K2,1.055,,,,,3445.0,4.7085,0.533176,,1,CANDIDATE
K2,1.054604,,,,0.824,,,0.3,,1,CANDIDATE
K2,1.83473,,,,29.93,4385.0,4.44232,0.826606,0.0,0,FALSE POSITIVE
K2,,,,,24.0,,,0.951,,1,CANDIDATE
K2,5.734172,,,,6.2,5192.0,3.618,2.747,,1,CANDIDATE
K2,62.841,,,,,4971.0,4.24294,1.13363,,1,CANDIDATE
K2,25.8614,,,,1.58,,,0.295,,1,CANDIDATE
K2,25.86125,,,,2.2,3653.0,4.7972,0.432453,,1,CANDIDATE
K2,6.430383,,,,4.309,5735.0,4.314,1.054,,1,CANDIDATE
K2,6.78882,,,,2.8,,,1.76,,1,CANDIDATE
K2,6.788344,,,,1.6,,,1.11,,1,CANDIDATE
K2,6.789076,,,,1.60793495,5758.0,4.46,0.978493,,1,CANDIDATE
K2,6.788,,,,,5841.15,,1.09551,,1,CANDIDATE
K2,18.5159,,,,3.3,,,1.76,,1,CANDIDATE
K2,18.517319,,,,1.86157195,5758.0,4.46,0.978493,,1,CANDIDATE
K2,18.516,,,,,5841.15,,1.09551,,1,CANDIDATE
K2,2.268,,,,,5789.0,3.78943,2.15197,,1,CANDIDATE
K2,2.2688499,,,,,5789.0,3.78943,2.15197,,1,CANDIDATE
K2,7.264,,,,,,,,,1,CANDIDATE
K2,3.4914,,,,1.18,,,0.572,,1,CANDIDATE
K2,7.685505,,,,2.084,5176.0,4.587,0.703,,1,CANDIDATE
K2,13.603,,,,,4581.0,4.64691,0.669035,1.0,0,CONFIRMED
K2,13.60697954,,,,,4581.0,4.64691,0.669035,1.0,0,CONFIRMED
K2,13.603,,,,2.586,4684.0,4.622,0.673,1.0,0,CONFIRMED
K2,65.55,,,,2.69,4684.0,4.622,0.673,1.0,0,CONFIRMED
K2,14.78545,,,,2.62,,,0.623,,1,CANDIDATE
K2,34.383193,,,,2.856,5666.0,4.343,0.972,,1,CANDIDATE
K2,19.984217,,,,2.846,6823.0,4.004,1.753,,1,CANDIDATE
K2,1.017968,,,,36.1,,,0.75,,1,CANDIDATE
K2,1.018,,,,,5022.0,4.54457,0.805916,,1,CANDIDATE
K2,1.017977,,,,18.1,,,0.638,,1,CANDIDATE
K2,8.491003,,,,2.228,5432.0,4.51,0.841,,1,CANDIDATE
K2,8.95366,,,,3.32,,,0.841,,1,CANDIDATE
K2,8.953,,,,,4966.0,4.4783,0.864025,,1,CANDIDATE
K2,37.361973,,,,2.74426869,5675.0,4.25,1.116937,,1,CANDIDATE
K2,4.681743,,,,5.4,,,0.25,0.0,0,FALSE POSITIVE
K2,4.68189,,,,29.41,3368.0,4.8211,0.40606,0.0,0,FALSE POSITIVE
K2,4.68199,,,,48.33,4636.0,4.40064,0.895684,0.0,0,FALSE POSITIVE
K2,24.748442,,,,16.683,5803.0,4.637,0.637,,1,CANDIDATE
K2,3.216,,,,,3954.0,4.63225,0.622576,,1,CANDIDATE
K2,29.978884,,,,15.3,,,0.94,,1,CANDIDATE
K2,6.725,,,,,4891.0,4.52512,0.80913,,1,CANDIDATE
K2,6.72511,,,,4.37,,,0.787,,1,CANDIDATE
K2,12.24568,,,,2.047,5329.0,4.573,0.796,,1,CANDIDATE
K2,13.8883,,,,1.46,,,0.592,,1,CANDIDATE
K2,26.939433,,,,2.869,5716.0,4.312,1.02,,1,CANDIDATE
K2,27.7985,,,,2.47,,,1.484,,1,CANDIDATE
K2,20.641492,,,,49.5,,,1.05,,1,CANDIDATE
K2,12.634794,,,,47.553,4999.0,2.32,10.265,,1,CANDIDATE
K2,7.535783,,,,3.131,3990.0,4.718,0.659,,1,CANDIDATE
K2,6.116238,,,,4.886,6283.0,4.154,1.544,,1,CANDIDATE
K2,9.668373,,,,2.628,5368.0,4.527,0.817,,1,CANDIDATE
K2,0.546127,,,,11.3,,,1.447,,1,CANDIDATE
K2,2.49686,,,,90.0,,,11.0,,1,CANDIDATE
K2,5.84643,,,,10.4,,,0.698,,1,CANDIDATE
K2,9.76897,,,,,5388.0,,1.2,,1,CANDIDATE
K2,9.770186,,,,3.19260619,5631.0,4.29,0.994327,,1,CANDIDATE
K2,9.769155,,,,3.3,,,1.1,,1,CANDIDATE
K2,9.7706,,,,3.8,,,1.195,,1,CANDIDATE
K2,0.515513,,,,3.4,,,0.75,,1,CANDIDATE
K2,6.7826,,,,1.88,,,0.705,,1,CANDIDATE
K2,3.12951,,,,18.6,,,1.99,,1,CANDIDATE
